1.220090180795169843e+00 1.216989000000000098e+00
-6.824783432305310862e-08 -1.830189999999999872e-01
-8.872737472681331283e-01 -8.902600000000000513e-01
2.459436213944385941e-01 2.485769999999999924e-01
6.588660260383871758e-01 6.507380000000000386e-01
2.564653026055996321e-01 2.540259999999999740e-01
2.704058060560470267e-01 2.732180000000000164e-01
-8.653459102722592389e-02 -8.555999999999999717e-02
6.989638255291197311e-03 8.174999999999999975e-03
-8.889953652452717847e-01 -8.908099999999999907e-01
5.274085055168571401e-01 5.298469999999999569e-01
1.649554615302323946e+00 1.646041000000000087e+00
4.792161433312625007e-01 4.774300000000000210e-01
1.195929060767586094e+00 1.218517999999999990e+00
-8.011136134436203093e-02 -8.193699999999999595e-02
-6.304669054171796461e-02 -6.621299999999999408e-02
-1.179606773467761771e-04 -5.419999999999999471e-04
5.930843447273321800e-01 5.922789999999999999e-01
-1.614997891037759148e+00 -1.614352000000000009e+00
4.585969526321787004e-02 4.561500000000000277e-02
1.346352526407599282e-01 1.410009999999999875e-01
7.623681646498501330e-01 7.657669999999999755e-01
6.421021730428222440e-01 6.448789999999999800e-01
-7.151068715904782547e-01 -7.109849999999999781e-01
8.021939948062817294e-02 7.803200000000000414e-02
-2.212686265842740418e-01 -2.219659999999999966e-01
5.445443489710983798e-01 5.459819999999999673e-01
-1.305787353964559028e+00 -1.303976000000000024e+00
-2.407660528118249488e-01 -2.400249999999999884e-01
2.550027993559836892e-01 2.564400000000000013e-01
3.465959606621304978e-02 3.467900000000000149e-02
-9.564880355477529683e-01 -9.593000000000000416e-01
7.973109406696448076e-01 7.971939999999999582e-01
-5.844773988207787596e-01 -5.866320000000000423e-01
-6.192255469637530929e-01 -6.198350000000000248e-01
6.963239223802579758e-01 6.945820000000000327e-01
-9.746142450748163100e-02 -1.010449999999999959e-01
-1.526521300759278166e-01 -1.615419999999999912e-01
-6.445072217221415878e-01 -6.502989999999999604e-01
-3.577983357472490078e-01 -3.593129999999999935e-01
-7.278225238830096089e-01 -7.296519999999999673e-01
1.206389186249097190e-01 1.182639999999999941e-01
-1.403240690689876669e+00 -1.403324999999999934e+00
-2.523565807326555444e-02 -2.115300000000000166e-02
4.689072938589232686e-01 4.637549999999999728e-01
-7.114793527414848828e-01 -7.082389999999999519e-01
-8.276722924083492750e-01 -8.254000000000000226e-01
1.371261541982322640e-01 1.352889999999999926e-01
-5.830396086579092696e-01 -5.880269999999999664e-01
-1.922420635972410530e-01 -2.000969999999999971e-01
2.522264800739627333e+00 2.524061000000000110e+00
-6.918440755002102094e-01 -6.917480000000000295e-01
-5.379961292730941480e-01 -5.355290000000000328e-01
2.834926623241386112e-01 2.846449999999999814e-01
